객체id,id,비오톱유형,면적,유형분류,자연성등급,서식지기능,비오톱면적,출현빈도,비오톱위치,출현여부,평가a,평가b,개별평가,평가등급,유형평가
546926,22894,H5,3627.85989,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546925,22892,H5,2199.11737,1,2,1,3,3,1,2,1,2,1,1등급,1등급
546924,22891,H5,1654.48613,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546923,24230,H9,712.14842,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546922,24228,H9,984.00624,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546921,24225,H9,665.96111,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546920,24222,H9,1317.15172,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546919,24219,H9,4869.91961,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546918,24217,H9,347.76595,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546917,24214,H9,605.22885,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546916,24212,H9,754.71737,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546915,24210,H9,9434.33079,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546914,24209,H9,1686.08074,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546913,24206,H9,1523.52623,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546912,24204,H9,1010.61476,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546911,24200,H9,2619.42533,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546910,24199,H9,2298.06711,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546909,24195,H9,845.76787,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546908,24193,H9,5008.46889,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546907,24192,H9,1829.72869,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546906,24187,H9,2480.4102,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546905,24186,H9,921.19954,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546904,24184,H9,1235.43499,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546903,24180,H9,9755.52167,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546902,24177,H9,767.12957,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546901,24174,H9,3943.52794,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546900,24170,H9,11313.73861,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546899,22371,H4,5291.94787,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546898,22370,H4,1888.32071,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546897,22368,H4,17996.43628,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546896,22366,H4,867.77105,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546895,22363,H4,10655.37362,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546894,22362,H4,11807.99557,1,2,1,3,3,1,2,1,2,1,1등급,1등급
546893,22361,H4,2648.50338,1,2,2,3,3,1,2,2,2,2,2등급,1등급
546892,21917,H4,1259.02686,1,2,1,3,3,3,1,1,3,2,2등급,1등급
546891,21915,H4,5085.67944,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546890,21914,H4,3626.37326,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546889,21911,H4,28630.55562,1,2,1,3,3,3,1,1,3,2,2등급,1등급
546888,21910,H4,23761.31049,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546887,22259,H4,955.62284,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546886,22358,H4,6428.8091,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546885,21816,H4,3067.63207,1,2,1,3,3,1,2,1,2,1,1등급,1등급
546884,21815,H4,25704.83142,1,2,1,3,3,1,2,1,2,1,1등급,1등급
546883,21811,H4,14579.63333,1,2,1,3,3,2,2,1,3,2,2등급,1등급
546882,21807,H4,38858.35253,1,2,1,3,3,1,3,1,2,1,1등급,1등급
546881,21806,H4,5469.6371,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546880,21804,H4,58244.54011,1,2,2,2,3,2,2,2,3,2,2등급,1등급
546879,21803,H4,6140.3325,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546878,21801,H4,6685.31012,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546877,21797,H4,280609.63041,1,2,1,2,3,1,1,1,2,1,1등급,1등급
546876,23351,H7,4498.89323,2,2,3,3,3,2,1,2,2,2,2등급,1등급
546875,23347,H7,1786.21855,2,2,3,3,3,1,1,2,2,2,2등급,1등급
546874,23346,H7,9696.01782,2,2,3,3,3,1,1,2,2,2,2등급,1등급
546873,23343,H7,3910.37592,2,2,2,3,3,3,1,2,3,2,2등급,1등급
546872,23341,H7,14637.20961,2,2,3,3,3,2,1,2,2,2,2등급,1등급
546871,23340,H7,814.99134,2,2,3,3,3,2,1,2,2,2,2등급,1등급
546870,23337,H7,13631.49855,2,2,3,3,3,3,1,2,3,2,2등급,1등급
546869,23335,H7,1229.01542,2,2,2,3,3,2,1,2,2,2,2등급,1등급
546868,23330,H7,2391.441,2,2,2,3,3,3,1,2,3,2,2등급,1등급
546867,22770,H5,1876.80849,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546866,22769,H5,2859.9305,1,3,1,3,3,1,1,2,2,2,2등급,1등급
546865,22766,H5,9978.91405,1,3,1,3,3,1,1,2,2,2,2등급,1등급
546864,22764,H5,5219.39151,1,3,1,3,3,1,1,2,2,2,2등급,1등급
546863,22763,H4,17600049.828,1,1,1,1,3,1,3,1,2,1,1등급,1등급
546862,22762,H4,2519553.8509,1,1,1,1,3,1,2,1,2,1,1등급,1등급
546861,22761,H4,21400.3865,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546860,22760,H4,776338.2922,1,2,1,1,3,1,1,1,2,1,1등급,1등급
546859,22759,H4,3229.29656,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546858,22758,H4,2408.52933,1,2,1,3,3,1,2,1,2,1,1등급,1등급
546857,22757,H4,11089.33199,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546856,22756,H4,7412.66955,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546855,22755,H4,2131.50521,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546854,22754,H4,10980.25808,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546853,22753,H4,4973.34685,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546852,22752,H4,1831.35356,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546851,22751,H4,3310.26056,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546850,22750,H4,442210.05929,1,2,1,2,3,1,2,1,2,1,1등급,1등급
546849,22749,H4,19868.59175,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546848,22748,H4,5731.10209,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546847,22745,H4,35186.91911,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546846,22744,H4,44960.39881,1,2,2,3,3,2,1,2,2,2,2등급,1등급
546845,22742,H4,13357.18208,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546844,22740,H4,12958.0303,1,2,1,3,3,2,1,1,2,1,1등급,1등급
546843,22739,H4,2810.54327,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546842,22736,H4,10253.3273,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546841,21863,H4,2196.90257,1,2,2,3,3,1,2,2,2,2,2등급,1등급
546840,21860,H4,1556.41983,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546839,21857,H4,1127.29407,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546838,21465,H3,1245.97982,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546837,21464,H3,1579.09709,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546836,21462,H3,10259.93279,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546835,21461,H3,1697.7095,1,2,1,3,3,1,2,1,2,1,1등급,1등급
546834,21458,H3,12414.81507,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546833,21451,H3,7876.20383,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546832,21450,H3,14491.07734,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546831,21448,H3,131379.77922,1,2,1,2,3,1,1,1,2,1,1등급,1등급
546830,21447,H3,44425.60298,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546829,21446,H3,20242.66634,1,1,2,3,3,1,1,1,2,1,1등급,1등급
546828,21445,H3,116635.67628,1,2,1,2,3,1,1,1,2,1,1등급,1등급
546827,21441,H3,11196.67491,1,1,2,3,3,1,1,1,2,1,1등급,1등급
546826,21348,H3,22454.49943,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546825,21345,H3,69667.638,1,2,2,2,3,1,1,2,2,2,2등급,1등급
546824,21344,H3,11469.17617,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546823,21343,H3,4012.81708,1,1,2,3,3,1,1,1,2,1,1등급,1등급
546822,21341,H3,4235.6431,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546821,21337,H3,51695.04508,1,2,2,2,3,1,1,2,2,2,2등급,1등급
546820,24168,H9,18688.25943,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546819,24166,H9,3011.00199,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546818,24264,H9,1561.01316,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546817,22423,H4,1384.26189,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546816,22420,H4,2265.44512,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546815,22418,H4,1089.09594,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546814,22417,H4,1295.48659,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546813,22412,H4,1101.37959,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546812,22411,H4,879.20261,1,2,2,3,3,3,1,2,3,2,2등급,1등급
546811,22410,H4,236.46506,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546810,22408,H4,9479.64391,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546809,22406,H4,1208.6117,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546808,22402,H4,1828.75765,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546807,22401,H4,4408.77899,1,2,2,3,3,3,1,2,3,2,2등급,1등급
546806,22400,H4,427.82096,1,2,2,3,3,3,1,2,3,2,2등급,1등급
546805,22397,H4,2368.49997,1,2,2,3,3,2,1,2,2,2,2등급,1등급
546804,22395,H4,822.79123,1,2,2,3,3,3,1,2,3,2,2등급,1등급
546803,22394,H4,3722.7824,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546802,22389,H4,1185.35122,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546801,22387,H4,3019.61372,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546800,22385,H4,6491.24063,1,2,1,3,3,1,2,1,2,1,1등급,1등급
546799,22382,H4,9266.51094,1,2,1,3,1,1,2,1,1,1,1등급,1등급
546798,22378,H4,3702.56589,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546797,22377,H4,5086.91417,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546796,22374,H4,13039.7865,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546795,21897,H4,14645.58656,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546794,21893,H4,12550.71183,1,2,1,3,3,1,2,1,2,1,1등급,1등급
546793,21892,H4,4372.81812,1,2,1,3,3,1,2,1,2,1,1등급,1등급
546792,21889,H4,9834.37482,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546791,21888,H4,14218.31681,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546790,21886,H4,2857.03376,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546789,21884,H4,36135.20174,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546788,21883,H4,3994.03821,1,2,2,3,3,1,2,2,2,2,2등급,1등급
546787,21882,H4,10235.81059,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546786,21881,H4,2177.00116,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546785,21879,H4,7815.01633,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546784,21876,H4,1978.14614,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546783,21874,H4,4681.18827,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546782,21872,H4,8376.365,1,2,1,3,3,1,2,1,2,1,1등급,1등급
546781,21796,H4,75927.66216,1,2,1,2,3,1,1,1,2,1,1등급,1등급
546780,21794,H4,24847.49306,1,2,2,3,3,1,2,2,2,2,2등급,1등급
546779,21793,H4,2621.09589,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546778,21791,H4,2781.59767,1,2,1,3,3,2,1,1,2,1,1등급,1등급
546777,21789,H4,32379.05522,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546776,21786,H4,7478.37291,1,2,1,3,3,2,2,1,3,2,2등급,1등급
546775,21784,H4,131826.73326,1,2,1,2,3,1,1,1,2,1,1등급,1등급
546774,23156,H7,11992.39936,2,2,3,3,3,3,1,2,3,2,2등급,1등급
546773,23153,H7,5855.12496,2,2,3,3,3,3,1,2,3,2,2등급,1등급
546772,23152,H7,810.11861,2,2,3,3,3,3,1,2,3,2,2등급,1등급
546771,23149,H7,2937.66894,2,2,2,3,3,3,1,2,3,2,2등급,1등급
546770,23147,H7,5842.1608,2,2,3,3,3,2,1,2,2,2,2등급,1등급
546769,23145,H7,612.61307,2,2,3,3,3,2,1,2,2,2,2등급,1등급
546768,23143,H7,711.26472,2,2,3,3,3,1,1,2,2,2,2등급,1등급
546767,23142,H7,4290.5528,2,2,3,3,3,1,1,2,2,2,2등급,1등급
546766,23141,H7,1342.00885,2,2,3,3,3,3,1,2,3,2,2등급,1등급
546765,23139,H7,1058.04732,2,2,3,3,3,3,1,2,3,2,2등급,1등급
546764,23137,H7,857.18395,2,2,3,3,3,1,1,2,2,2,2등급,1등급
546763,23136,H7,1152.8139,2,2,2,3,3,1,1,2,2,2,2등급,1등급
546762,23135,H7,2130.60719,2,2,3,3,3,2,1,2,2,2,2등급,1등급
546761,23132,H7,523.31877,2,2,3,3,3,1,1,2,2,2,2등급,1등급
546760,23131,H7,590.64525,2,2,3,3,3,1,1,2,2,2,2등급,1등급
546759,23130,H7,1656.50392,2,2,2,3,3,1,1,2,2,2,2등급,1등급
546758,23128,H7,10817.27559,2,2,2,3,3,1,1,2,2,2,2등급,1등급
546757,23126,H7,930.92757,2,2,3,3,3,1,1,2,2,2,2등급,1등급
546756,23124,H6,987.64643,1,1,1,3,1,1,1,1,1,1,1등급,1등급
546755,23122,H6,1547.22757,1,1,2,3,3,1,1,1,2,1,1등급,1등급
546754,23121,H6,2389.58249,1,1,2,3,1,1,1,1,1,1,1등급,1등급
546753,23119,H6,611.70291,1,1,2,3,3,1,1,1,2,1,1등급,1등급
546752,23116,H6,7389.62445,1,1,1,3,1,3,1,1,1,1,1등급,1등급
546751,23113,H6,990.87312,1,1,2,3,3,1,1,1,2,1,1등급,1등급
546750,23112,H6,477.2443,1,1,2,3,3,3,1,1,3,2,2등급,1등급
546749,24576,I1,746.47818,2,3,3,3,2,3,1,3,2,2,2등급,3등급
546748,24575,I1,5259.68028,2,3,3,3,2,1,1,3,1,2,2등급,3등급
546747,24051,H9,225.17921,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546746,22733,H4,224621.84063,1,2,1,2,3,1,3,1,2,1,1등급,1등급
546745,16726,G2,1881.8711,2,3,3,3,3,3,1,3,2,2,2등급,2등급
546744,16730,G2,2857.06203,2,3,3,3,3,3,1,3,2,2,2등급,2등급
546743,19160,G3,11911.16603,2,3,2,3,3,1,1,3,2,2,2등급,2등급
546742,24010,H8,1952.51284,2,3,3,3,2,1,1,3,1,2,2등급,2등급
546741,24009,H8,2489.60114,2,3,3,3,1,1,1,3,1,2,2등급,2등급
546740,24007,H8,1786.12612,2,3,3,3,2,1,1,3,1,2,2등급,2등급
546739,24005,H8,8374.28441,2,3,3,3,1,1,1,3,1,2,2등급,2등급
546738,24002,H8,2926.92416,2,3,3,3,2,1,1,3,1,2,2등급,2등급
546737,24000,H8,503.94026,2,3,3,3,1,1,1,3,1,2,2등급,2등급
546736,23998,H8,2877.35475,2,3,3,3,1,2,1,3,1,2,2등급,2등급
546735,23996,H8,738.89796,2,3,3,3,1,1,1,3,1,2,2등급,2등급
546734,23992,H8,4970.32144,2,3,2,3,1,1,1,3,1,2,2등급,2등급
546733,23990,H8,6182.30067,2,3,3,3,3,2,1,3,2,2,2등급,2등급
546732,23988,H8,2128.52345,2,3,2,3,3,1,1,3,2,2,2등급,2등급
546731,23986,H8,333.82819,2,3,3,3,1,1,1,3,1,2,2등급,2등급
546730,23984,H8,759.52308,2,3,2,3,2,1,1,3,1,2,2등급,2등급
546729,23982,H8,1580.70669,2,3,3,3,1,2,1,3,1,2,2등급,2등급
546728,23978,H8,2243.50013,2,3,2,3,1,1,1,3,1,2,2등급,2등급
546727,23976,H8,305.85175,2,3,3,3,3,2,1,3,2,2,2등급,2등급
546726,23974,H8,1759.95756,2,3,3,3,1,1,1,3,1,2,2등급,2등급
546725,23972,H8,561.19582,2,3,3,3,2,1,1,3,1,2,2등급,2등급
546724,23970,H8,674.94857,2,3,3,3,1,1,1,3,1,2,2등급,2등급
546723,23966,H8,1768.82456,2,3,3,3,2,3,1,3,2,2,2등급,2등급
546722,23964,H8,1273.50749,2,3,2,3,3,3,1,3,3,3,3등급,2등급
546721,23962,H8,1224.15908,2,3,2,3,2,1,1,3,1,2,2등급,2등급
546720,24063,H9,1570.52184,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546719,24061,H9,776.97757,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546718,24060,H9,7559.18123,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546717,24057,H9,1314.44196,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546716,24056,H9,431.58088,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546715,24055,H9,608.97085,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546714,24053,H9,1085.20067,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546713,24052,H9,2729.01881,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546712,21336,H3,42897.21075,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546711,21335,H3,20337.99128,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546710,21333,H3,406.02898,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546709,21331,H3,2251.04803,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546708,21329,H3,574.32945,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546707,21325,H3,17215.19534,1,2,1,3,3,1,2,1,2,1,1등급,1등급
546706,21324,H3,24603.52293,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546705,21323,H3,10207.17017,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546704,22658,H4,11481.32747,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546703,22657,H4,10158.0005,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546702,22654,H4,11184.20313,1,2,2,3,3,3,1,2,3,2,2등급,1등급
546701,22653,H4,28805.19972,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546700,22651,H4,9696.84188,1,2,1,3,3,1,2,1,2,1,1등급,1등급
546699,22650,H4,8836.00013,1,2,1,3,3,2,1,1,2,1,1등급,1등급
546698,22648,H4,4361.00146,1,2,1,3,3,2,1,1,2,1,1등급,1등급
546697,22747,H4,16009.60555,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546696,24456,H9,2180.10937,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546695,24455,H9,3119.49507,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546694,24454,H9,583.185,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546693,24453,H9,388.94601,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546692,24452,H9,690.7756,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
546691,23727,H7,370.07636,2,2,3,3,3,1,1,2,2,2,2등급,1등급
546690,23725,H7,922.88441,2,2,2,3,3,2,1,2,2,2,2등급,1등급
546689,23723,H7,1747.48473,2,2,2,3,3,1,1,2,2,2,2등급,1등급
546688,23721,H7,13664.3375,2,2,3,3,3,2,1,2,2,2,2등급,1등급
546687,23718,H7,628.43109,2,2,2,3,3,3,1,2,3,2,2등급,1등급
546686,23717,H7,634.11127,2,2,2,3,3,3,1,2,3,2,2등급,1등급
546685,23716,H7,4193.69313,2,2,2,3,3,2,1,2,2,2,2등급,1등급
546684,23714,H7,7631.12654,2,2,2,3,3,1,1,2,2,2,2등급,1등급
546683,23712,H7,4594.4602,2,2,3,3,3,3,1,2,3,2,2등급,1등급
546682,23710,H7,15327.58252,2,2,3,3,3,3,1,2,3,2,2등급,1등급
546681,23707,H7,1822.85819,2,2,3,3,3,3,1,2,3,2,2등급,1등급
546680,23705,H7,1856.83597,2,2,2,3,3,2,1,2,2,2,2등급,1등급
546679,23703,H7,230.82988,2,2,2,3,3,3,1,2,3,2,2등급,1등급
546678,23597,H7,1018.83891,2,2,2,3,3,3,1,2,3,2,2등급,1등급
546677,21723,H4,301316.36932,1,2,2,2,3,1,1,2,2,2,2등급,1등급
546676,21322,H3,933.05063,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546675,21320,H3,1085.3437,1,2,2,3,3,3,1,2,3,2,2등급,1등급
546674,21317,H3,2341.39576,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546673,21315,H3,996.87569,1,2,2,3,3,1,2,2,2,2,2등급,1등급
546672,21313,H3,21967.51921,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546671,21311,H3,16039.22603,1,2,2,3,3,2,2,2,3,2,2등급,1등급
546670,21309,H3,2171.03227,1,2,2,3,3,3,2,2,3,2,2등급,1등급
546669,21305,H3,1723.71581,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546668,21304,H3,348.55292,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546667,21301,H3,12202.36875,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546666,21299,H3,3530.30964,1,2,2,3,3,2,1,2,2,2,2등급,1등급
546665,21298,H3,924.24081,1,2,2,3,3,3,1,2,3,2,2등급,1등급
546664,21296,H3,473.58153,1,2,2,3,3,3,3,2,3,2,2등급,1등급
546663,21294,H3,7716.08001,1,2,2,3,3,2,2,2,3,2,2등급,1등급
546662,21293,H3,477.44459,1,2,2,3,3,2,1,2,2,2,2등급,1등급
546661,21291,H3,689.39545,1,2,2,3,3,3,1,2,3,2,2등급,1등급
546660,23630,H7,1284.56899,2,2,3,3,1,3,1,2,1,1,1등급,1등급
546659,23628,H7,2397.99821,2,2,3,3,3,3,1,2,3,2,2등급,1등급
546658,23625,H7,230.12309,2,2,3,3,3,1,1,2,2,2,2등급,1등급
546657,23620,H7,15556.59408,2,2,3,3,3,3,1,2,3,2,2등급,1등급
546656,23619,H7,1130.7637,2,2,2,3,3,1,1,2,2,2,2등급,1등급
546655,23617,H7,1765.73944,2,2,2,3,3,3,3,2,3,2,2등급,1등급
546654,23615,H7,3070.17437,2,2,2,3,3,1,1,2,2,2,2등급,1등급
546653,23613,H7,2440.42983,2,2,2,3,3,1,1,2,2,2,2등급,1등급
546652,23611,H7,2436.79068,2,2,3,3,3,1,1,2,2,2,2등급,1등급
546651,23609,H7,267.75875,2,2,3,3,3,1,1,2,2,2,2등급,1등급
546650,23605,H7,2220.27251,2,2,3,3,3,1,1,2,2,2,2등급,1등급
546649,23602,H7,39198.39527,2,2,2,3,3,3,1,2,3,2,2등급,1등급
546648,23600,H7,1601.00306,2,2,3,3,3,3,1,2,3,2,2등급,1등급
546647,24572,I1,14272.21092,2,3,3,3,1,1,1,3,1,2,2등급,3등급
546646,24570,I1,1526.50691,2,3,3,3,1,3,1,3,1,2,2등급,3등급
546645,24569,I1,9270.5398,2,3,3,3,2,3,1,3,2,2,2등급,3등급
546644,24567,I1,8187.47237,2,3,3,3,2,3,1,3,2,2,2등급,3등급
546643,24564,I1,404.97053,2,3,3,3,1,1,1,3,1,2,2등급,3등급
546642,24563,I1,1081.33714,2,3,3,3,3,3,1,3,3,3,3등급,3등급
546641,24561,I1,516.94936,2,3,3,3,1,1,1,3,1,2,2등급,3등급
546640,24560,I1,763.75692,2,3,3,3,1,2,1,3,1,2,2등급,3등급
546639,24559,I1,1378.06924,2,3,3,3,3,3,1,3,3,3,3등급,3등급
546638,24558,I1,1763.19973,2,3,3,3,1,3,1,3,1,2,2등급,3등급
546637,24554,I1,3494.91941,2,3,3,3,3,1,1,3,2,2,2등급,3등급
546636,24552,I1,40154.66575,2,3,3,3,1,2,1,3,1,2,2등급,3등급
546635,24550,I1,2531.43289,2,3,3,3,1,2,1,3,1,2,2등급,3등급
546634,24547,I1,2931.37711,2,3,3,3,2,1,1,3,1,2,2등급,3등급
546633,24544,I1,20083.34326,2,3,3,3,1,3,1,3,1,2,2등급,3등급
546632,24541,I1,4073.69307,2,3,3,3,2,2,1,3,2,2,2등급,3등급
546631,24537,I1,18138.23691,2,3,3,3,2,2,1,3,2,2,2등급,3등급
546630,24535,I1,1653.91954,2,3,3,3,3,1,1,3,2,2,2등급,3등급
546629,24532,I1,10818.35553,2,3,3,3,3,3,1,3,3,3,3등급,3등급
546628,24529,I1,30371.93268,2,3,3,3,1,2,1,3,1,2,2등급,3등급
546627,24527,I1,11244.36543,2,3,3,3,1,1,1,3,1,2,2등급,3등급
546626,24524,I1,18467.01121,2,2,2,3,3,3,1,2,3,2,2등급,3등급
546625,24523,I1,1116.29758,2,3,3,3,2,1,1,3,1,2,2등급,3등급
546624,24520,I1,1371.23897,2,3,3,3,3,3,1,3,3,3,3등급,3등급
546623,22893,H5,2140.69222,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546622,22890,H5,4884.27326,1,2,1,3,2,1,1,1,1,1,1등급,1등급
546621,22889,H5,45083.96283,1,2,2,3,2,1,1,2,1,1,1등급,1등급
546620,22888,H5,12660.89864,1,2,2,3,2,1,2,2,1,1,1등급,1등급
546619,22884,H5,14312.27996,1,3,2,3,3,1,1,3,2,2,2등급,1등급
546618,22883,H5,5585.49914,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546617,22882,H5,2523.25742,1,2,2,3,3,2,1,2,2,2,2등급,1등급
546616,22880,H5,5253.71386,1,2,2,3,3,1,1,2,2,2,2등급,1등급
546615,22877,H5,16495.41908,1,2,1,3,3,1,2,1,2,1,1등급,1등급
546614,22876,H5,5709.16248,1,2,1,3,3,1,1,1,2,1,1등급,1등급
546613,22875,H5,26561.10465,1,2,1,3,3,1,2,1,2,1,1등급,1등급
546612,24048,H8,402.41947,2,3,3,3,1,1,1,3,1,2,2등급,2등급
546611,24046,H8,449.51803,2,3,3,3,3,1,1,3,2,2,2등급,2등급
546610,24044,H8,5952.29909,2,3,2,3,2,1,1,3,1,2,2등급,2등급
546609,24043,H8,1016.60802,2,3,3,3,3,1,1,3,2,2,2등급,2등급
546608,24041,H8,2204.49434,2,3,3,3,1,1,1,3,1,2,2등급,2등급
546607,24039,H8,1322.15852,2,3,3,3,3,1,1,3,2,2,2등급,2등급
546606,24037,H8,438.42338,2,3,3,3,1,1,1,3,1,2,2등급,2등급
546605,24036,H8,727.23362,2,3,3,3,3,1,1,3,2,2,2등급,2등급
546604,24033,H8,829.84543,2,3,3,3,2,1,1,3,1,2,2등급,2등급
546603,24031,H8,306.59673,2,3,3,3,3,1,1,3,2,2,2등급,2등급
